Farmacia ;latitude;longitude
Farmàcia Josep Fiol Belart;2.1370617;41.3853045
Farmàcia Areales Vera, Cesáreo;2.5272703;41.5697952
Farmàcia Gibert, M. Dolors - París, Sílvia;2.1502423;41.3917045
Farmàcia Ponjoan Uriach, M. Rosa;2.1426723;41.3915154
Farmàcia Paris 45;2.1440191;41.3868493
Farmàcia Clapés Serentill - Billoch Clapés;2.1551665;41.3930858
Guerrero;2.1605963;41.4221937
Farmàcia Urgell;2.2524655;41.9293804
Farmàcia Barnolas;2.2551571;41.9312447
Farmàcia Ylla-Català;2.2562554;41.9296191
Farmàcia Alsina Costa;1.9310878;41.4150854
Farmàcia Acosta Lorenzo, Maria Dolores;2.0220342;41.9420854
Farmàcia Teià;2.3203608;41.5000741
Farmàcia Marquez Iglesias, H / Lopez Escuder, M;2.1643012;41.4294298
Farmàcia Sánchez García, M. del Carmen;2.137139;41.3891091
Farmàcia Sánchez Santaló, Neus;2.1792228;41.4441325
Farmàcia Sánchez Blázquez, Pere.;2.1779231;41.4440958
Farmàcia Blanc, Begoña - Prats, Dario;2.1819079;41.4436335
Farmàcia Farré-Roma;2.1849688;41.4444088
Farmàcia Renedo Palomero, Sílvia;2.1832616;41.4456919
Farmàcia Sardà Costa, Pere;2.1816791;41.4455993
Farmàcia Maria Carré, José;2.1721234;41.4431114
Farmàcia Sykuler, Marcelo;2.1734762;41.4405848
Farmàcia Pujol Boter;2.1755699;41.4403848
Farmàcia Diaz Navarro, Mònica;2.175279;41.4457595
Farmàcia Miralles Majo, Lluís;2.1868343;41.4473817
Farmàcia Garrell Capdevila, Joan;2.1036518;41.5516125
Farmàcia Brió Guibernau, Montserrat;2.1682628;41.4434228
Farmàcia Huelamo Mora;2.1673421;41.4448384
Farmàcia Bertrolí Matas, Magdalena;2.1647256;41.4431326
Farmàcia Vallejo Pérez, Guillermo;2.1632076;41.4414929
Farmàcia Carlos Santandre, Martin;2.169071;41.4394703
Farmàcia Calero Torrico;2.1711765;41.4380767
Farmàcia Izquierdo Ridorsa;2.173038;41.4387928
Farmacia Casanova - Quejigo;2.1675006;41.4385162
Farmàcia Sala Bossy, Francesca i David;2.1391844;41.3637566
Farmàcia M. Cuscó Ramoneda - Nur i Mar Català Cuscó;2.1397182;41.3595911
Farmàcia Forns Giró, Ferran;2.1406785;41.3605046
Farmàcia Salamero;2.1325583;41.3753489
;2.1345785;41.3866851
Farmàcia Montserrat Collado;2.1311472;41.3839936
Farmàcia Guillermo Martínez, Antoni;1.8630205;41.6293712
Farmàcia Bonany Ayuso, Jordi;2.583809;41.5883216
Farmàcia Codina Bartis, Mireia;2.142409;41.368035
Farmàcia Cortes Bosch de Basea, Magda;2.1661865;41.39698
Farmàcia de la Nogal Mesa, Anna;2.181066;41.4016762
Farmàcia Gómez Torrents;2.2956724;41.4943697
Farmàcia Ferrer Chambó, Vicent i M. Teresa;2.2843481;41.9995077
Farmàcia Autet i Gubieras, M. Assumpta;2.2846131;42.0006718
Farmàcia Espona Grifol, Montserrat;2.2853597;42.0022322
Farmàcia Marta Mataró;2.279295;41.9995928
Farmàcia Falgueras Casademunt - Espina Ordeix;2.2779685;42.0026967
Farmàcia Pius Cornellas Falgueras;2.2907752;42.0029782
Farmàcia Regina Petit;2.165576;41.3993659
Farmàcia Santiago Torrents Bergé;2.1428224;41.3588646
Farmàcia M. Carme Barenys de Lacha;2.1410777;41.3577172
Botiquería;-64.6781424;10.1656063
Farmatodo;-64.696039;10.1527862
Farmamix;-64.6798448;10.1541648
Farmacia Ribadeo;-64.6850633;10.1748928
Farmàcia Espuñes González;2.1597199;41.4380503
Farmàcia Boncompte Alsedà, Joan;2.1579524;41.4364268
Farmàcia Sabes Arenilla, Sònia;2.1593396;41.4349203
Farmàcia Canals García, Carina;2.1580505;41.4322316
Farmàcia Folch Flores, David;2.1554717;41.4325303
Farmàcia Altirriba Gutiérrez, Jordi;2.156636;41.4305811
Farmàcia Forés Sanahuja-Ruste Ribera-Forés Ruste;2.1585031;41.4293908
Farmàcia Horta S.C.P.;2.1605902;41.4300201
Farmàcia Giner Mongort;2.1625549;41.4282753
Farmàcia Suárez Sanz;2.1633053;41.4308144
Farmàcia Pitàgores;2.1648573;41.4279383
Farmàcia Barrachina Cànovas, Anaïs;2.167011;41.4292887
Farmàcia Isabel Peña Haitz;2.2290475;41.4358529
Farmàcia Sílvia Mimó Bardolet;2.2861994;41.6782239
Farmàcia Rodríguez Borras, I. - Villareal, J.;2.1375054;41.4086531
Farmàcia Tomas Parra, Cinta;2.1368797;41.406615
Farmàcia Ribas Fernández, Emma;2.1423847;41.4053194
Farmàcia Martin Miralles, Nuria Esther;2.143065;41.4047786
Farmàcia Pasquino, Valentina;2.1482253;41.4056735
Farmàcia Hernández Vallejo, Marta;2.1501656;41.4045754
Farmàcia Pereita Airta, M. Àngels;2.1516615;41.4011406
Farmàcia Castro Acción, Jose Luis;2.1608731;41.397094
Farmàcia Bernal Piñol, Carlota;2.3045588;41.483792
Farmàcia Valls Relats, Gemma;2.1342489;41.3605439
Farmàcia Olivas Domènech, Mª / Ribas March, Marc;2.5748859;41.5909245
Farmàcia Vista Alegra;2.4447165;41.5546357
Farmàcia Sorni;2.1355732;41.4018798
Farmàcia Cohi Rafel, Rosa Maria;2.1365696;41.4017573
Farmàcia Cardona Rosich, Agusti;2.1436411;41.3986749
Farmàcia Penella Peris, Rosa;2.1485588;41.394961
Farmàcia Olzinelles;2.1365393;41.3735282
Farmàcia Maria Teresa Morlan Sala;2.1332681;41.376283
Farmàcia Ferrer Mormeneo, Ramon;2.1355192;41.3659954
Farmàcia Francesca Panades Mas;2.1375264;41.3625907
Farmàcia Giné Carnicé;2.1334191;41.3918344
Farmàcia Viladot Gamissans, Juan;2.1450665;41.3949559
Farmàcia Santaló;2.1468139;41.394748
Farmàcia Sabin Urquia, Maria José;2.1615029;41.4301484
Farmàcia Catalina Bover Ferrer;2.1722007;41.4266774
Farmàcia Xavier Albert Diloy;2.178266;41.4228977
Farmàcia Aparisi Serrano, Joan F.;2.1845102;41.4120254
Farmàcia Torres Costa, L. / Matarranz Torres, L.;2.1020879;41.5569889
Farmàcia Carles III;2.1284589;41.3804516
Farmàcia Garrell Soler, Gemma;2.1339788;41.3694853
Farmàcia Mansergas Arellano, Josep M.;2.1431241;41.3600458
Farmàcia Robert Estelrich, Maria Eulàlia;2.1374835;41.3641827
Farmàcia Anna Teruel Sicart;2.1353094;41.372833
Farmàcia Sabates Freijo - Villegas Mora;2.1378238;41.3780806
Farmàcia Granell Saenz de Buruaga, Marta;2.1322955;41.3869989
Farmàcia Nuria Mont;2.1326014;41.3800721
Farmàcia Soler Bertolich, Montserrat;2.142364;41.3731424
Farmàcia Mercè Rius Balet;2.1352739;41.3721853
Farmàcia Moré;2.1330247;41.3825335
Farmàcia Casellas Guillot, Anna Maria;2.1637004;41.3968861
Farmàcia Bastinos Bastida, Maria Carmen;2.1633066;41.6848916
Farmàcia Martínez García, M. Lluïsa;2.1462966;41.4029762
Farmàcia Pifarré Torra, Joan Ramon;2.1368884;41.3794704
Farmàcia Màgic Badalona;2.229952;41.4429593
;2.1089543;41.548006
Farmàcia Universitat;2.1641943;41.3851434
Farmàcia López Rodríguez, Sofia;2.1449013;41.3901791
Farmacia Borrás;2.1799906;41.4392131
Farmàcia Delgado Rica, M. Pilar;2.1809094;41.4418874
Farmacia Sílvia Vidal;2.440115;41.5404594
La Rotonda;2.1711433;41.6315695
Farmàcia Llorens Sole, Anna;2.1840991;41.4281834
Farmàcia Piera Serra, Glòria;2.0205991;41.4903798
Farmàcia Artigalas Boixareu, Núria;1.9503576;41.7965785
Farmàcia Joan Oliva Duran;2.1629898;41.4331078
Farmàcia M. Carmen Planes Casals;2.182519;41.423424
Farmàcia Guivernau Soler - Lebrero Martín;2.1746509;41.4285664
Farmàcia Gavaldà;1.9714388;41.8639867
Farmàcia Boixareu Carrera, M. Àngels;1.9530182;41.7976809
Farmàcia Rubies Mallol, Lourdes;2.1460489;41.4097987
Farmàcia Diaz Medina, Andres;2.6696348;41.6173102
;2.1373561;41.3598748
Farmàcia Augé;2.1359983;41.3775077
Farmàcia Clascà;2.291012;41.6113467
Farmàcia Viñamata;2.2858021;41.6073413
Farmàcia Bretcha;2.2894297;41.6107136
Farmàcia Guilera Barba, Marc;2.1748596;41.3824544
Farmàcia Sardar Kussayer, Taufiq-Sami;2.1512589;41.4099521
Farmàcia Martos Senent, Patricio;2.1372446;41.3716521
Farmàcia Mestre Rovira, Esther;2.1734785;41.4330391
Farmàcia Maria Reixach;2.4437318;41.6939433
;2.1450151;41.483142
Farmàcia Santiago Soldevila Sitges;2.1690987;41.4274473
Farmàcia Pardo Garcia, Tino;2.1495829;41.4332244
Farmàcia Ferran;2.1430072;41.4123727
Farmàcia Roser Cascante Torrella;1.8637237;42.2516287
Farmàcia Llauradó Quingles, Assumpció;2.0860871;41.5324723
Farmàcia Prat Calvet, Josep;2.1770784;41.4199698
Farmàcia Soler Cuyàs, Immaculada;2.1591075;41.4098086
Farmàcia Valls Cebrian, M. Teresa;2.1616067;41.4068107
Farmàcia Carrillo Herranz, J. Ramón i Meritxell;2.1691577;41.4015945
Farmàcia Rodríguez Basciano, Alain Adolfo;2.1818508;41.3839868
Farmàcia Patrícia Alomar Ferrer;2.1823975;41.3844867
Farmàcia Mauri Martinez, Rosa M.;2.1659033;41.3732516
Farmàcia Guàrdia Pascual, Dídac;2.2026156;41.4353122
Farmàcia Balsells Turmo, Èlia i Marta;2.1261645;41.366908
Farmàcia Álamos López, Pilar;2.1268927;41.3698198
Farmàcia Rotllan Vilalta;2.1329118;41.3960699
Farmàcia M.Teresa Navarro;1.6437573;41.6058636
Farmàcia Farran Briera, Georgia;2.1363131;41.3698819
Farmàcia Marfa Vila, Josep;2.1864253;41.4216947
Sastre Marques;2.1677891;41.3795773
Farmàcia del Carmen;2.1674752;41.3806316
Farmàcia Maria Mercè Guillemí Basté;2.1601524;41.3776938
Farmàcia Barraquer Moner, Mercedes;2.1612445;41.3806957
Farmàcia Assumpta Oltra;1.8249219;41.7254274
Farmàcia Leandro Fernández Rodríguez;2.1858465;41.4267364
Farmàcia Ramos Sierra, Manuel;2.1871422;41.4247442
Farmàcia Boldú Baguda, Núria;2.1863202;41.4495767
Farmàcia Fernández López, Concepció;2.1454104;41.4065461
Farmàcia López Díaz, Montserrat;2.1483076;41.4075937
Farmàcia De Vilarrubia Goula, M. Estel;2.1290994;41.3674311
Farmàcia Castellanos Vila, Xavier;2.1862838;41.4342822
Farmàcia Franquesa Grau, P - Franquesa Borràs, JJ;2.1897908;41.4351593
Farmàcia Mier de Teran Payro, Montserrat;2.1890605;41.4346371
Farmàcia Rastrollo Castro, M. Lluïsa;2.1860686;41.4282473
Farmàcia Lloberas Alsina, Anna;2.1875776;41.4214189
Farmàcia Maria Lluïsa Quintana Pascual;2.1349026;41.3897921
Farmàcia M. Pilar Villanueva Puig;2.1197212;41.4002189
Farmàcia Inmaculada Pineda Marfa;2.120019;41.3984242
Farmàcia León Alonso, Yolanda;2.1632578;41.3907436
Farmàcia Aranda Guerra, Eva;2.1800025;41.428775
Farmacia Bausili;1.6180061;41.5789366
Farmàcia Costa Botines, Carme;2.1511451;41.4922214
Farmàcia Marta Lozano Caballero;2.0311606;41.4839497
Farmàcia Francés Bosch, R. - Ferrando Francés, R.;2.1531686;41.3758437
Farmàcia Gallart Marti, Maria Antonia;2.1640542;41.3790002
Farmàcia Cirici Gasch, Manuel;2.2712939;41.4634404
Farmàcia Àlvarez Camps, M. Rosa;2.1567246;41.4205395
Farmàcia Xuriguera Hernàndez, David;2.1550636;41.421974
Farmàcia Duch Foradat, M. Dolors;2.1574937;41.4187299
Farmàcia Puchol Jambert / Garcia-Miranda Rojas;2.1708846;41.3952998
Farmacia Andrea López;2.1252051;41.3721045
Farmàcia Oriol, Lluís - Oriol, Esther;2.0245478;41.4883717
Sancho;2.4922888;41.6902832
Farmàcia Vilaplana;2.2538195;41.9308444
Farmàcia Aliberch Roca, Xavier;2.2519352;41.9338671
Farmàcia Atlàntida;2.2624238;41.9285274
Farmàcia Terricabras;2.2502256;41.9213696
Farmàcia Tanyà;2.2533276;41.924116
Farmàcia Ausa;2.2547261;41.9219974
Farmàcia Blàzquez Rodríguez, Mercedes;2.1588171;41.4133549
Farmàcia Cases Ruiz, Carlos;2.0330777;41.5005691
Farmàcia La Mola;2.0236592;41.6023718
Farmàcia Jiménez Santano, Maria Ángela;2.0259552;41.599748
Farmàcia Amate Costa, Gemma;2.0193909;41.5833488
Farmàcia Garrabou Gomà, Manuel;2.0134998;41.5816207
Farmàcia Sola Garcia, M. Rosa;2.0134222;41.5775453
Farmàcia Masdeu Puig, M. Antònia;2.0099593;41.5799539
Farmàcia López Claveria, C - Serra López, M i E;2.0039335;41.5777694
Farmàcia Guerrero Anarte, Ignasi;2.0074025;41.5745292
Farmàcia Barbera Casajuana, Saida;2.0337324;41.5775487
Farmàcia Montserrat Hernández, Eduard;2.0244924;41.5771126
Farmàcia Bastida Calvo-Vilaro Teixido-Vilaro Bast;2.0277411;41.577251
Farmàcia Vicente de Avilés, Faustino;2.0290077;41.5761909
Farmàcia Hernandez Gonzalez, Pilar;2.0278968;41.5743178
Farmàcia Gavarró Puig, Roser;2.0251522;41.5740044
Farmàcia Torras Cabo, Pol;2.0178076;41.575365
Farmàcia Muchart Masaller, Adriana;2.0181495;41.5713751
Farmàcia Schröder Vilar, Susana - Maria - Elena;2.0366965;41.5712426
Farmàcia Batlle Tuset, Montserrat;2.0393325;41.5681169
Farmàcia Rex Martín, Gabriel;2.039096;41.5658486
Farmàcia Losa Gaspà, Javier;2.0209334;41.5640174
Farmàcia Massana Folch, Núria;2.0166619;41.5640472
Farmàcia Rosalia Mestre Gorné;2.014264;41.5657983
Farmàcia Pi Culell, Anna;2.0289348;41.5633052
Farmàcia Rubio Ingerto, Maria Isabel;2.0406848;41.5618856
Farmàcia Riba Viladrosa, Concepció;2.0253473;41.5609352
Farmàcia Tarin Cardona, Lluís;2.0146622;41.5629885
Farmàcia Torrent Solans, Anna;2.0107216;41.5619735
Farmàcia De Cacho Rivera, Jordi;2.0087923;41.5633844
Farmàcia Belmonte Castan, Cristina;2.0069074;41.5653118
Farmàcia Camacho Àlvarez, Milagros;2.0048045;41.5687956
Farmàcia Balasch Iborra, Montserrat;2.0031673;41.5720481
Farmàcia Bueno Pau, Marta;2.0015702;41.5698431
Farmàcia Reynoso Bonet, M. Glòria;1.9991329;41.5711786
Farmàcia Prieto Molina, Pedro;2.0000402;41.5639132
Farmàcia Galceran Roca, Andreu;1.9965254;41.5639007
Farmàcia Figueras Remolat, Xavier;2.0034437;41.5598104
Farmàcia Sala Alegre, Emilia;1.9993216;41.5597115
Farmàcia Garcia Porcel, Sílvia;1.9974954;41.5603311
Farmàcia Troiano Gomà, Ricard;1.9539528;41.5644682
Farmàcia Barberà Casajuana, Montserrat;1.9893372;41.5584139
Farmàcia Tugues Molera, M. Àngels;1.9539665;41.5548766
Farmàcia Bach Bonhora - Gibert Serra;2.0000868;41.5578196
Farmàcia Escudé Grau, M. Rosa i Mercè;2.0064172;41.5567471
Farmàcia Torras Solà, Josep M.;2.012544;41.5591928
Farmàcia Morte Galve, Mercedes;2.0114588;41.5568631
Farmàcia Moreno López, Angel M.;2.0211031;41.5574368
Farmàcia Buxeda Figuerola, Marta;2.0286396;41.5527249
Farmàcia Jornet Recaste, Artur i M. Lluïsa;2.0219246;41.5523968
Farmàcia Reynoso Bonet, M. Victòria;2.0170306;41.5489485
Farmàcia Mora, Anna - Font, Alícia;1.6411987;41.5682851
Farmàcia Adzet Panadès, Maria Elena;1.6153946;41.5862495
Farmàcia Cases Sebastià, Immaculada;1.6449238;41.5726244
Farmàcia Cordomí Campanyà, Gemma;1.6615747;41.5339763
Farmàcia Singla Barceló, Ramon;1.6120108;41.59066
Farmàcia Torres Gibert M./Torres Gibert J.;1.6745132;41.5553997
Farmàcia Godó Soler, J.M. i Godó Claramunt, J.;1.6153769;41.5791563
Farmàcia Juvé Santacana, Anton;1.6309556;41.5769968
Farmàcia Pagés Bertran, F. Xavier;1.631046;41.5796362
Farmàcia Secanell Cambras, Xavier;1.6199166;41.5838663
Farmàcia Bausili López Saez, Mercè i Araceli;1.6056265;41.578393
Farmàcia Viñals Ferrer, Laia;1.6208591;41.5308693
Farmàcia Esteve Roset, Josep;1.6223291;41.5918433
Farmàcia Massana Closa, Roser;1.6386707;41.5714671
Farmàcia Ramia Oller, Ana Maria;2.5696944;41.6243439
Farmàcia Pons Casals, Patrícia;2.2959625;42.0745252
Farmàcia Giner Ferrando, Gemma Susana;1.9941938;42.1357873
Farmàcia Pagans Gómez, Joan J.;2.0588134;41.6789412
Farmàcia Perich Tomas, Francesc;2.4006627;41.6393166
Farmàcia Gil Colomer, Pilar;2.364037;41.6423603
Farmàcia Sitjà Tost, M. Dolors;2.3610204;41.6425355
Farmàcia Palou Cunill, Maria;2.3614159;41.6399991
Farmàcia German Castillo, Raquel;2.3617623;41.6375425
Farmàcia Forés Jover, Maria Cinta;2.3572771;41.6372866
Farmàcia Auqué Regaño, Bernat;2.3560419;41.6378049
Farmàcia Canals Palau, M / Saborit Sancliment, R;2.3939865;41.6750356
Farmàcia Sandoval Molera, Maria Isabel;2.3902195;41.6839585
Farmàcia Crespí Arnaus, M. Dolors;2.2866027;41.687724
Farmàcia Sunyol Genis, Martí;2.2854879;41.6855777
Farmàcia Basté Sabe, M. Àngels;2.2970203;41.6332518
Farmàcia Jimenez Ucero. M. del Pilar;2.2949192;41.6278524
Farmàcia Pons Morales, Laura;2.2911727;41.6230666
Farmàcia Cortada Martinez, Elisabeth;2.2731336;41.7238333
Farmàcia de la Vila;2.2875384;41.8705759
Farmàcia Anna Barfull Font;2.2863574;41.8752073
Farmàcia Reixach Coll, Jorge;1.9915691;41.7899027
Farmàcia Kaid-Salah Ferran, Sheddad;2.0140608;41.759409
Farmàcia Pujol Vallvé, Maria Teresa;2.147938;41.7606939
Farmàcia Feu Español, Mireia;2.1524626;41.7273101
Farmàcia Ventura;2.1118288;41.8690326
Farmàcia Casajuana Cortinas, Elisabet;2.0955174;41.8095121
Farmàcia Adrados de Miguel, M. Candela;2.0974715;41.8109158
Farmàcia Macià Pou, Montserrat;2.1503437;42.0593399
Farmàcia López Santín, Lídia;2.0957795;41.9854937
Farmàcia Sola Badia, Olga;1.780391;41.5790876
Farmàcia Junyent Santamaria, Elena;1.7685834;41.5353193
Farmàcia Forns Farrés, Marta;1.7488733;41.5291009
Farmàcia Codina Sabater, Marta;1.686131;41.5309961
Farmàcia Cristina Torner Ribé;1.6992095;41.7322872
Farmàcia Esther Barranco;1.7834229;41.7821796
Farmàcia Cortés Espona, Jaume;1.7783026;41.6854726
Farmàcia Franch Masferrer, Josep;1.8955078;41.8242682
Farmàcia Pallarés Peremiquel, Maria Teresa;1.8933962;41.8265753
Farmàcia Vila Fontarnau, Maria;2.3159193;41.939365
Farmàcia Torrent Cardelus, M - Feliu Torrent, H;2.3091441;41.9808565
Farmàcia Verdaguer Lorenzo, Alfred;2.3240806;41.9231362
Farmàcia Hernandez Vallejo, Mikel;2.3050515;41.9767345
Farmàcia Torras Galí, Montserrat;1.8631771;41.6690922
Farmàcia Molina Martinez, Isabel;1.8657153;41.6687869
Farmàcia Subirana Conde, M. Àngels;1.8718118;41.7012128
Farmàcia Serra Tenas, Tomàs;1.8467152;41.6787792
Farmàcia Domènech Fabregat, Josefina;1.5239907;41.5600253
Farmàcia Trinitat Álamo Ruiz;1.5465071;41.6002177
Farmàcia Manchado Casillas, M. Pilar;2.4037283;41.5218957
Farmàcia Meritxell Font Sabala;1.5140326;41.731688
Farmàcia Giménez López, Gabriel;1.5429096;41.7060167
Farmàcia Galcerán García;2.3455318;41.5069383
Farmàcia Buenache;2.3640274;41.4954313
Farmàcia Rodríguez Braun;2.359845;41.497692
Farmàcia Arribas Nicolau, Magdalena;2.4016604;41.5100457
Farmàcia Martínez Solé;2.2927037;41.4897775
Farmàcia Puche Jové, Esther;2.3892966;41.5050433
Farmàcia Pueyo;2.3547516;41.4888036
Farmàcia Bonamusa Oliva;2.3596871;41.5143325
Farmàcia Mirats Marsiñach, Montserrat;2.3890293;41.5005082
Farmàcia Muñoz Casadevall;2.3221503;41.4972303
Farmàcia Rodríguez Fatou;2.3616472;41.4977394
Farmàcia Palacios Palomino;2.36034;41.5124074
Farmàcia Matínez López;2.3514481;41.4897853
Farmàcia Vilà Boix;2.3533985;41.4968151
Farmàcia Riera;2.3172979;41.478741
Farmàcia Brasó;2.358882;41.5176443
Farmàcia Gaza Pausas;2.3560047;41.4917514
Farmàcia Molfulleda San Julian, Marta;2.3874699;41.5100565
Farmàcia Peraire;2.3572269;41.494232
Farmàcia Gabarrós;2.0359764;41.8737833
Farmàcia Alemany;1.8332937;41.7400522
Farmàcia Alberola;1.8395266;41.7840747
Farmàcia Xavier Massaneda Llinàs;1.8378212;41.7281145
Farmàcia Arroyo;1.8295254;41.72426
Farmàcia Canal;1.8788907;41.7523031
Farmàcia Vilardell;1.8426455;41.7847049
Farmàcia Vicenç Calduch;1.8772693;41.7508607
Farmàcia Sala;1.8261538;41.7236035
Farmàcia Ester Carné;1.9018107;41.752564
Farmàcia Serrarols Galobardes;1.8423267;41.717329
Farmàcia Pavia;1.8214522;41.7255788
Farmàcia Miró;1.8371746;41.7258702
Farmàcia Masnou;2.2355566;41.4456687
Farmàcia Anna Prat Martori;2.2407911;41.4463401
Farmàcia Nadal Puig, Lluis - Nadal Botet, Marc;2.1936705;41.5113313
Farmàcia Espinas Janer;2.279707;41.46673
Farmàcia Segui, M. Carme - Ulied, M. i C.;2.1867626;41.4419211
Farmàcia Rico Góngora, Blanca - López Rico, Irene;2.1913047;41.522053
Farmàcia González Hidobro, Miquel Àngel;2.2240624;41.5240431
Farmàcia Sistrells;2.2291807;41.4474177
L'Estació Farmàcia i Ortopèdia;2.2487476;41.4465244
Farmàcia Martín Blanes, Mireia;2.188277;41.4435479
Farmàcia Morato Balletbó, Maria Assumpta;2.1807993;41.5275608
Farmàcia Masvidal Roquet-Jalmar, Xavier;2.1834053;41.4633963
Farmàcia Samsó Llenas, Pere;2.2336654;41.5274026
Farmàcia Josep Rodas Loperena;2.2510564;41.4650447
Farmàcia Juana Aja González;2.2482054;41.4632677
Farmàcia Júlia Soler López;2.2498243;41.4549044
Farmàcia Holguera García, M. Consol;2.2372044;41.5254326
Farmàcia Carme Batlleria Clarós;2.2388763;41.4611543
Farmàcia Rivas Delgado, Josep Lluís;2.1877858;41.4763021
Farmàcia Serentill;2.2480506;41.4493805
Farmàcia Garciapons Pulido, Margarita i Patricia;2.1921067;41.4417661
Farmàcia Iglesias, Josep - Iglesias, Núria;2.2255862;41.5276954
Farmàcia Torroella Puig, Cristina;2.1881577;41.518936
Farmàcia Mola Gelada, Pau;2.1646809;41.4954265
Farmàcia María Salomé Prat Monguió;2.2405305;41.4458505
Farmàcia Navales Luengo, Miguel Ángel;2.1771426;41.4461444
Farmàcia E. Jofresa Prats - P. Portillo Saavedra;2.2529161;41.4511178
Farmàcia Brufau Tudela;2.275321;41.472353
Farmàcia Paola Blasco Nicolau;2.2377953;41.4662437
Farmàcia Pardo Reguant, M. Carme;2.1841829;41.4696987
Farmàcia Assumpció Seguí Gisbert;2.2243312;41.4466754
Farmàcia Lloreda;2.2307562;41.4501748
Farmàcia Muñoz Roig, Francesc Xavier;2.2533115;41.5193431
Farmàcia Ariadna Condon Gil;2.229652;41.4528534
Farmàcia Vila Fernández, M. Montserrat;2.1934116;41.5144088
Farmàcia García Serrano, Antonio;2.1740839;41.4471944
Farmàcia Vila Mogas, Joan i Vila Nieto, Isabel;2.1887604;41.4819607
Farmàcia Zayas Costa, Montserrat;2.189683;41.4419889
Farmàcia Palomo Peiró, Carme;2.1714558;41.4463715
Farmàcia Griera Farrés, Lídia;2.1775462;41.4480453
Farmàcia Sánchez Priego, Júlia;2.1912789;41.4525957
Farmàcia Calvo Sánchez, Ruth;2.1951076;41.5121559
Farmàcia Carreras Arbat, M. Glòria;2.19279;41.5126894
Farmàcia Víctor Gómez de la Peña;2.2380525;41.4573785
Farmàcia Núria Barloque Trius - A. Solans Laqué;2.2217094;41.4529357
Farmàcia Lluch;2.2478946;41.4597498
Farmàcia Enrique Javier Miguel Izquierdo;2.2463871;41.4466252
Farmàcia Xavier Valero;2.2420807;41.4442497
Farmàcia Josep Pal - Rosa i Antoni Pal;2.2416663;41.4599346
Farmàcia Corral Bosch, I. - Castresana Hernández;2.176358;41.4487299
Farmàcia Font Soler, Ma. Pilar;1.8083487;41.2374436
Farmàcia Ripoll;1.7510068;41.83132
Farmàcia Mercè Descals;1.7221311;41.8480232
Farmàcia Jordi Massó;1.7486259;41.8349685
Farmàcia Collado;1.7507859;41.8323355
Farmàcia Segura Benante, Neus;1.5330231;41.4717168
Farmàcia Guma Vich, Josep;1.6116034;41.476856
Farmàcia Cerrillo Albaigés, Núria;1.6664635;41.4627696
Farmàcia Bausili López-Sáez, Joaquin;1.7498203;41.5240648
Farmàcia Bertolin Parra, Núria;1.778541;41.5054347
Farmàcia Rigol Parera, Santiago;1.755065;41.5217451
Farmàcia Busquets Serret, Neus;1.7521867;41.5206775
Farmàcia Vidal Alemany, Salvador;1.7527144;41.5229168
Farmàcia Recasens Isart, Miquel;1.7490241;41.5207994
Farmàcia Bosch Gibert, Montserrat;1.7320662;41.4453957
Farmàcia Vila Calonge, M. Cristina;1.8448534;42.1025621
Farmàcia Corominas Moliner;1.8563612;42.1523861
Farmàcia Lda.Natalia Bravo Tarifa;1.9655687;41.4192727
Farmacia Lozano Merida;2.017506;41.4147073
Farmàcia Ana Rodríguez Villar;1.9214376;41.4146997
Farmàcia Dr. CR Botet Piró;1.9278655;41.4135541
Farmàcia Jordi Valls Foix;2.0130833;41.4153486
Farmàcia Riera Maristany, Martí;1.8783416;41.8993458
Farmàcia Bertran Ambrós, Rosa M.;1.8773033;41.9750364
Farmàcia Iglesias Manero, Eduard;1.8795862;41.973369
Farmàcia Marta Vilella López;1.8771693;41.9019751
Farmacia Nova Pallejà;1.999317;41.4223609
F. García Carrasco;2.0180266;41.4124636
Farmàcia Bernadi Guitart;1.6802196;41.9134862
Farmàcia Raich;1.8839289;42.0205014
Farmàcia Castells Aviñó, Genoveva;2.6658261;41.6166166
Farmàcia Mir Soler, Joaquim;2.6723583;41.6184771
Farmàcia Busquets Albert, Immaculada;2.5531668;41.5819215
Farmàcia Ametlla Palli, Sílvia;2.5498356;41.5785561
Farmàcia Dorado Betés, Juan Jose;2.5481036;41.5833276
Farmàcia Pérez Cardelus, Montserrat;2.5396496;41.613671
Farmàcia Viejo Grau, Elisabet;2.5779566;41.5942862
Farmàcia Mias Navarro, Mireia;2.5406375;41.6095002
Farmàcia Fajardo Frediani, Hernan;2.5737864;41.5847199
Farmàcia Viladés;1.8790496;42.2324283
Farmàcia Besora Molins, Àgata i Éric;2.2205884;42.1010851
Farmàcia Utgés Gabarró, Núria;2.2096951;42.1097763
Farmàcia Rifa Piñol, Margarida;2.2718417;42.0642552
Farmàcia Duran Riera, M. Teresa;2.2736981;42.0623373
Farmàcia Prat Bofill, Jordi i Fortià;2.262569;42.0481713
Farmàcia Font Bou, Mireia - Homs Castells, Neus;2.2658295;42.047769
Farmàcia Camps Martínez, Agnès;2.2308753;42.0402654
Farmàcia Mirabent Sala, Anna;2.2391251;42.0161314
Farmàcia Portús Noguera, Joan;2.245596;42.0128379
Farmàcia Casacuberta Tor, Maria Lluïsa;2.1738983;41.9824778
Farmàcia Munmany Boix, Esteve;2.2594534;41.91603
